Total Population,Median Age,White,Black,American Indian,Asian,Pacific,Multiracial,Male,Female,Not a citizen,Male 18+ birthright,Male 18+ bloodright,Male 18+ naturalized,Male 18+ not citizen,Female 18+ birthright,Female 18+ bloodright,Female 18+ naturalized,Female 18+ not citizen,Less than HS,HS grad,Some college,Bachelor's degree,Graduate degree,Total income,No income,Median income,Total poverty,Income below poverty (White male),Income below poverty (White female),Income above poverty (White male),Income above poverty (White female),Income below poverty (Black male),Income below poverty (Black female),Income above poverty (Black male),Income above poverty (Black female),Year,State FIPS,State Abbr,District
709974,38.9,579463,76040,4482,6993,663,17284,350549,359425,31580,238772,21566,6449,15117,254622,19240,6664,12576,71278,155059,153518,62038,30774,564655,82468,24193,690946,33557,42717,245101,245511,10722,13474,23333,24256,2014,48,TX,4
722690,34.4,500187,137354,4689,34290,351,20159,353472,369218,52836,207904,43925,19178,24747,231893,41958,19274,22684,56954,113407,152345,90908,40475,559741,79731,30478,714641,24116,30356,219288,221106,11424,13827,52790,57740,2014,48,TX,6
727295,34.6,494581,92088,2112,73501,376,18656,358829,368466,126373,170867,93156,32823,60333,184401,92253,39372,52881,52112,77313,121310,137800,91492,569738,90333,37434,724821,25501,30115,217687,219728,7566,8776,36647,38500,2014,48,TX,7
726971,31.8,265459,278320,1755,82174,403,14781,354093,372878,156439,139437,115246,38545,76701,167095,109161,42168,66993,108913,109678,120348,73724,35087,561974,108156,23045,723106,27270,31829,105543,98999,24935,34665,101553,115727,2014,48,TX,9
721014,36.1,631227,27448,4147,5973,225,14737,360239,360775,41241,236466,30616,9563,21053,245695,27056,10268,16788,90150,141356,144121,63430,26166,569010,79516,24905,697889,36376,50589,266186,261399,2673,2894,9280,9234,2014,48,TX,11
728496,35.0,590063,59979,4590,22812,892,18319,356880,371616,46580,228622,33559,12634,20925,246095,35043,14443,20600,57627,122567,155946,92496,44933,572938,80963,30714,711942,26006,36240,257090,259420,6255,7304,20666,22240,2014,48,TX,12
711271,36.7,508428,143465,2152,21044,175,14566,360602,350669,45810,235985,35211,12542,22669,232892,32028,13099,18929,71719,138779,154618,70479,33339,566303,99910,26648,678706,26447,33502,216386,213439,15350,22717,46384,47269,2014,48,TX,14
719126,32.0,589554,27523,3939,8574,1230,16363,351111,368015,100990,175507,72008,31447,40561,169705,98498,45623,52875,99586,102811,132346,66299,31430,550155,105680,20569,704923,50979,68220,226757,235668,1971,1876,11501,9786,2014,48,TX,16
719609,31.6,540817,95108,3202,31836,252,16518,357304,362305,58723,229912,40570,11631,28939,245332,35983,11958,24025,66125,113773,129866,78666,45092,579065,83091,23237,689855,45683,51219,211567,210430,11697,16930,30026,31744,2014,48,TX,17
708764,32.9,583735,43468,4129,9242,442,20656,359308,349456,37980,239826,29121,8833,20288,240502,22120,8208,13912,86288,124482,130910,61721,31162,559544,80656,22157,665717,41889,52687,228583,229738,6099,6035,12074,12079,2014,48,TX,19
730229,37.3,635155,23478,3885,21620,751,20582,359444,370785,39918,251244,30312,11328,18984,265881,31839,15001,16838,36193,92575,147875,139598,81077,605575,71423,31620,712730,33118,40513,272231,275664,2278,2475,8503,8675,2014,48,TX,21
754107,35.2,474996,100708,2634,127087,129,19822,372854,381253,82741,185368,76537,42608,33929,195495,81574,45749,35825,51584,86649,139127,127644,72523,574210,104745,39344,746604,15146,19202,218776,217231,5661,7412,40649,44642,2014,48,TX,22
733485,35.3,498763,78668,2691,84919,2060,20972,359149,374336,104037,195109,73943,26629,47314,212643,74328,28056,46272,51672,88266,143720,142070,70950,583963,76784,35552,729400,20161,24643,223757,227570,5148,7767,30060,34810,2014,48,TX,24
746163,33.9,602217,51860,3425,39585,400,27488,368217,377946,52702,220810,40499,16115,24384,234033,40856,18047,22809,35550,90391,152285,129719,57269,570306,76618,36433,733146,18314,23785,275216,276388,3275,3703,21254,21138,2014,48,TX,26
720276,35.3,468119,87350,2013,56507,632,26938,355511,364765,94024,196641,70705,25990,44715,211000,66812,26345,40467,66941,86431,123244,125826,72005,574428,82506,32477,714113,19684,21762,210324,211795,7302,9876,33462,35860,2014,48,TX,32
711777,36.6,604120,39306,3035,9854,373,17241,351230,360547,35714,231649,27199,9094,18105,245933,25462,10254,15208,92750,139438,145971,56261,28417,561101,76740,23551,697868,42230,54714,250958,245306,4381,5394,13981,13817,2014,48,TX,27
722730,29.3,512974,74733,5327,11528,151,9430,364420,358310,178508,131228,118314,29988,88326,141256,103740,28030,75710,172172,117588,84363,25842,10078,528646,119615,20762,719089,64437,76384,193943,175588,8044,11525,26007,28518,2014,48,TX,29
739671,33.6,568728,83350,3596,32342,2287,27806,365550,374121,42391,230012,31813,13479,18334,237582,36800,17277,19523,41464,111454,161462,102209,50113,568063,80323,31787,725278,22276,27685,252114,255827,6749,7367,33705,33136,2014,48,TX,31
712594,31.9,644567,10423,1474,4261,36,7258,352217,360377,102539,178805,62376,18818,43558,178852,75373,24246,51127,145978,110669,102193,42355,18003,529959,126936,17396,691458,91328,108713,212404,215722,799,715,3110,2201,2014,48,TX,34
715087,36.9,575335,67887,4115,16020,530,14203,357513,357574,47553,228885,34621,11871,22750,235531,31793,12000,19793,78833,149979,152609,57646,27327,563473,102318,26632,696092,31919,41982,247550,241189,7129,8892,23312,23597,2014,48,TX,36
747659,35.8,541405,64897,2964,96980,430,23640,367618,380041,74308,196075,65272,30291,34981,213117,66285,34040,32245,30387,69403,134303,161021,88262,575144,86732,41458,743738,18077,20493,248256,251782,3529,3805,26650,30315,2014,48,TX,3
715045,35.5,539591,104264,3754,13370,609,16550,359743,355302,71817,215076,46723,11835,34888,220855,41499,12122,29377,93606,142290,137651,58770,28912,553928,98702,24459,690637,37672,47747,220029,218643,10762,13718,35886,35880,2014,48,TX,5
740003,36.4,616849,61354,2852,17933,243,15820,377533,362470,59096,238178,41431,13542,27889,231811,37160,13165,23995,69362,134080,145234,90314,41582,579692,118977,30061,704143,31925,40274,262134,258987,5530,7872,18215,18859,2014,48,TX,8
739999,35.3,568367,75278,3398,35949,125,17135,370211,369788,75266,217729,52796,17389,35407,224936,51239,19510,31729,61417,110255,134814,114695,58375,577057,85233,31994,726910,27511,32831,254358,246112,7066,8892,27087,28140,2014,48,TX,10
702742,35.9,604959,38089,5701,13013,564,19278,357454,345288,44056,235823,29459,8140,21319,232713,26374,8312,18062,78004,136640,149853,62721,26855,553967,83244,25095,669464,35653,48171,251450,246585,4765,5641,10086,9412,2014,48,TX,13
727807,30.2,644942,13303,2912,8754,98,8252,358536,369271,122833,170848,69490,19438,50052,168925,85907,25646,60261,131411,106059,101778,54329,21564,533554,115225,18128,712097,84270,102967,223743,222524,1052,1144,4543,4004,2014,48,TX,15
723033,31.5,335342,283838,3155,25871,319,11910,359247,363786,109562,180032,78189,21088,57101,200865,66003,21422,44581,113123,126114,118800,57341,31790,555504,103506,22387,703389,34385,39254,133139,120250,34749,46121,91473,103423,2014,48,TX,18
729581,32.0,575263,38031,4623,21442,982,19884,358350,371231,68452,211048,49535,16306,33229,225142,51313,22368,28945,86839,116648,140452,68161,35962,568819,90145,23195,714613,47345,60729,227665,228521,3849,3671,15342,13203,2014,48,TX,20
725712,32.7,610504,22617,5515,9037,333,14707,364524,361188,79157,198891,57570,20604,36966,193594,62301,25756,36545,114801,114043,119644,59750,31583,547567,102734,21830,704728,53671,68075,239376,235037,1966,1952,8068,7183,2014,48,TX,23
727461,35.6,609847,53205,3950,19182,2188,20526,360268,367193,37122,238987,27700,10289,17411,248391,28930,12554,16376,53177,108112,144081,103745,59404,572976,88777,30060,694847,30608,40927,260036,255918,5210,5495,17913,18932,2014,48,TX,25
721585,30.9,624620,30530,2899,6816,182,13862,353345,368240,112642,170010,66181,19968,46213,174137,81464,25941,55523,125444,109117,111657,49771,21943,530502,112980,19952,713459,78189,93010,223698,222775,2279,2550,12240,13049,2014,48,TX,28
721420,32.8,312309,322183,2079,13275,396,13398,350547,370873,88547,186894,58623,16238,42385,218598,53880,15360,38520,108809,123280,125940,57726,28376,550620,108137,23753,704479,31032,34576,121896,115333,34353,47751,108491,125187,2014,48,TX,30
716203,29.5,456161,115059,3651,16023,256,12766,361715,354488,188668,127908,117439,23428,94011,143105,98339,20581,77758,172190,117554,82706,25887,10517,521367,110654,19561,709248,59026,66579,172153,153926,17023,22824,34040,39599,2014,48,TX,33
737816,30.7,527453,70421,5438,9781,934,21965,369143,368673,96058,205377,61313,12949,48364,216280,53551,15029,38522,113541,124507,127545,55375,21665,567283,91692,20983,719496,56482,65722,200117,192951,8861,10571,23817,24457,2014,48,TX,35
710364,29.8,635846,7300,7836,11031,1929,17790,358585,351779,27007,221518,19397,7115,12282,222347,19796,7910,11886,33785,106127,150804,78948,35934,517492,71807,26659,700835,29172,33303,287008,278491,707,628,3189,2534,2014,49,UT,1
708271,31.4,607784,9263,7940,16509,9387,16608,356636,351635,47246,219919,31922,9428,22494,220269,31721,11829,19892,44086,102735,150557,81661,47111,535618,77653,24647,695056,37432,41870,260270,257495,1410,868,3599,2875,2014,49,UT,2
710861,27.6,645247,4108,10892,12851,4657,17358,355888,354973,31588,218292,21771,8153,13618,222262,24361,10171,14190,24334,69560,145316,95578,48632,521047,79349,24047,696917,34410,39736,282654,276588,458,403,1684,1150,2014,49,UT,3
728615,30.2,626475,10492,5331,20240,10518,18707,365539,363076,49146,212009,35005,12550,22455,214161,34416,13327,21089,45354,103786,162810,80239,35371,529440,74338,27671,718289,27532,32194,280878,278021,1426,1625,3725,3334,2014,49,UT,4
626358,42.2,595385,6435,2008,8200,214,12192,308506,317852,10979,233684,10573,5984,4589,243944,13146,7936,5210,36355,133021,112491,92347,60781,525036,37807,27079,601671,29881,36630,251994,254738,699,733,2297,1805,2014,50,VT,1
742508,32.9,262789,426937,3067,13810,492,24423,356321,386187,23388,254110,18522,7556,10966,286347,18388,8368,10020,79691,140026,150197,67120,38450,602315,80540,23471,712923,16817,19614,108973,104165,45024,66653,142384,158976,2014,51,VA,3
729232,41.9,547538,147166,1023,11161,237,15215,354429,374803,18540,264050,14274,5359,8915,285605,14509,6442,8067,84528,154999,135996,74785,54273,605264,81919,25084,698037,28033,35966,228845,235543,16434,20557,47670,53324,2014,51,VA,5
737148,39.6,621098,79002,1765,12132,301,16679,356913,380235,23774,261967,16597,5553,11044,289285,16025,5962,10063,71943,163586,128836,80642,46848,610194,69095,24223,702426,32536,43821,255324,263397,9363,12732,25081,25582,2014,51,VA,6
757331,35.3,481448,105958,2331,86756,543,30503,374163,383168,119718,199506,95566,42084,53482,202859,103984,48023,55961,53423,69582,94554,161970,164610,623007,66559,50608,750797,11517,14791,226850,224611,5930,9127,44393,44844,2014,51,VA,8
767831,37.1,564099,53539,1751,95693,394,30587,380696,387135,72579,203799,67750,36843,30907,208281,74976,41105,33871,38512,82023,111179,150048,116821,590871,78672,47488,761590,11397,14110,267346,267385,1940,2953,23400,23633,2014,51,VA,10
762463,35.8,459952,95361,3065,134244,651,36817,376151,386312,113510,180361,100665,50586,50079,184875,110817,58683,52134,43410,81204,113517,148260,124054,606882,77932,46219,754233,10084,13197,217664,213477,4002,5163,40820,43839,2014,51,VA,11
729703,35.0,491378,158080,2583,37554,1186,29123,364063,365640,27099,255399,25780,14203,11577,256784,30837,18059,12778,40333,117106,173297,94833,54840,595535,70196,31208,697416,15648,20399,218058,215855,11299,14383,58877,65211,2014,51,VA,2
738714,38.5,457092,233971,2158,16250,397,19388,366574,372140,17134,261117,15240,7789,7451,268740,17618,9636,7982,65682,148986,157376,79053,43991,594577,86351,30590,706681,13329,17944,206116,208182,16082,21816,82814,94437,2014,51,VA,4
746349,39.5,571191,109483,1791,33239,424,19139,362626,383723,34188,242965,28784,13020,15764,267279,29223,14775,14448,47867,123284,136975,124412,75162,600080,71316,34951,732943,15483,20059,258770,269243,5491,7820,43154,48315,2014,51,VA,7
722813,41.5,661295,38897,968,9121,140,8816,358948,363865,13062,277717,9955,3072,6883,287726,8733,3805,4928,95919,166146,143068,57026,36409,609622,77746,20347,691958,52323,63366,260597,262349,4696,5140,11184,11938,2014,51,VA,9
751039,37.9,550483,129549,2919,25672,720,24431,371740,379299,31058,248470,28910,15174,13736,255300,33152,18846,14306,45089,128780,146439,102729,71236,599006,79168,35197,730328,14370,20863,251382,250341,7277,8090,52156,57390,2014,51,VA,1
697086,38.3,573010,7721,7225,64619,1597,27510,348695,348391,57059,215497,47175,21459,25716,214734,50330,25071,25259,34349,93232,157506,122888,66916,557404,74245,37410,689651,20639,25415,263602,258106,468,562,3507,2514,2014,53,WA,1
685784,37.6,547558,18565,10002,54117,3481,35374,341483,344301,45708,225476,40719,20863,19856,226103,46052,24961,21091,40192,111607,177266,91468,43225,563548,65469,29751,672556,28490,35905,238370,234429,1554,2054,8487,5776,2014,53,WA,2
691843,33.2,518623,7571,17690,10775,554,23221,349148,342695,85309,190117,54792,13301,41491,193704,49845,14179,35666,93530,111923,134460,52675,29674,520738,75077,23708,681522,36445,43431,218919,213162,1397,768,2842,2037,2014,53,WA,4
678377,41.7,558271,25530,13948,27332,4163,36979,340450,337927,20755,250586,18495,9751,8744,246310,24383,14207,10176,39934,122432,182100,83823,48996,564806,70599,28276,657864,28352,36403,241979,237442,2907,2873,9783,7523,2014,53,WA,6
699468,37.1,533775,30571,5653,73985,4225,37179,349579,349889,53815,241335,49406,23850,25556,243148,52884,28581,24303,28233,63230,133807,171840,115446,603170,53092,37497,682035,23843,24618,237750,236923,5052,4760,11207,8342,2014,53,WA,7
694619,36.7,382629,76676,5622,153808,8097,44307,347585,347034,101563,177432,91082,44251,46831,177748,94024,51037,42987,56576,98263,137359,118161,67377,565284,75788,31836,686428,18130,21390,172666,165501,9624,12206,28211,25821,2014,53,WA,9
685412,39.0,597071,10271,6303,21609,3492,28673,339688,345724,28794,228698,24833,12024,12809,236487,26610,13970,12640,46673,127965,181933,67624,36386,546432,73750,26826,677908,33145,42032,259012,256928,1480,1219,4157,3069,2014,53,WA,3
680713,37.4,604347,11664,11800,16099,2085,25539,339459,341254,22021,245499,16683,6981,9702,248428,20182,9922,10260,35425,115868,171850,77624,46127,556640,68787,24200,652970,43483,47805,244635,246896,1845,1758,3823,2362,2014,53,WA,5
691393,37.7,558082,18808,6853,50636,3654,32773,343481,347912,44847,217037,36903,16978,19925,219972,40214,20904,19310,40653,116273,154248,95498,48522,544914,73111,34642,684618,23868,30082,251708,247405,2027,1930,7616,6898,2014,53,WA,8
694428,35.6,518936,43107,10021,45092,11260,47408,343940,350488,33622,229978,27329,13532,13797,230304,38394,22496,15898,40740,123350,174113,74732,41712,553901,75204,30593,679648,26386,32024,224197,225167,2976,3811,19139,15652,2014,53,WA,10
617878,41.0,586284,14436,1128,5513,278,9011,307032,310846,5343,239917,4592,1756,2836,248058,4079,1997,2082,53505,175909,110129,54124,33437,518250,71020,22056,593811,44097,52871,235442,234913,2138,2107,3580,3173,2014,54,WV,1
624133,41.7,575276,22236,794,4408,139,18700,307498,316635,5794,232953,5212,2641,2571,244609,5448,3054,2394,63975,177370,107404,55249,34314,511478,65827,24355,611075,37348,47190,238821,240776,2692,2549,8299,7431,2014,54,WV,2
611870,42.1,574256,22457,1153,3223,228,9210,300050,311820,3434,232210,3110,1021,2089,247037,2929,1713,1216,84691,178026,104139,41033,25309,506905,76725,20317,594526,49444,62169,224463,224303,3269,3994,6165,6243,2014,54,WV,3
726365,36.3,634495,30710,2226,27705,142,19258,359665,366700,31190,254625,22791,7819,14972,266911,21089,8029,13060,33666,121049,139064,113236,73641,591764,45464,30366,708193,29716,36330,276597,277222,5322,6627,9133,8088,2014,55,WI,2
715142,38.3,673833,7620,4495,14647,286,10327,359919,355223,8302,273341,6922,3094,3828,273231,7659,4136,3523,41292,164724,153197,71918,37457,587861,49192,24799,682793,39735,48448,283864,274500,911,531,1947,1432,2014,55,WI,3
715229,41.0,662957,12799,1810,17138,49,12252,350120,365109,16192,253280,15514,7811,7703,271428,14865,7719,7146,32530,139723,153216,116204,55230,583397,46860,32061,701055,20350,26980,297780,305632,1880,1542,4226,4285,2014,55,WI,5
711646,41.3,664198,11327,3211,15164,164,10861,357619,354027,12088,267069,10607,4794,5813,266598,10903,6062,4841,44125,175193,151618,81738,38585,583402,52312,27417,685972,25921,33513,294336,291764,1098,1150,2242,1856,2014,55,WI,6
717501,39.7,652343,8965,16941,15067,97,14436,358231,359270,15940,259366,11991,4260,7731,265917,11196,4739,6457,41816,177044,152498,83085,33881,577854,49894,28033,701197,24557,33042,293572,287834,1602,1419,2568,2092,2014,55,WI,8
713727,39.6,630704,38398,2376,11725,221,16740,354834,358893,19563,249187,17934,8315,9619,258947,16457,7815,8642,44342,155370,155697,85383,42712,573535,60295,30112,697684,26672,32900,280887,280022,5317,6412,11110,11399,2014,55,WI,1
714688,32.2,380115,243009,4022,25234,204,25796,344104,370584,43247,217369,32779,11583,21196,250757,28982,11677,17305,72100,127478,125727,74714,42947,559498,76563,22472,697441,27600,31792,154418,155134,41086,53682,67205,76754,2014,55,WI,4
710394,43.1,666553,4930,14482,10724,140,11106,357558,352836,7218,268724,6868,3140,3728,268259,6465,3767,2698,46318,186428,160923,70763,34363,579082,47604,25846,696748,33603,39719,295568,286663,707,508,1557,885,2014,55,WI,7
575251,36.8,522535,5958,13144,5377,332,15518,293467,281784,12273,214275,8497,2625,5872,206482,9133,3920,5213,29366,112082,143909,64017,31724,460282,39698,29300,561187,23189,30566,236183,221040,705,369,2429,1903,2014,56,WY,1
699597,39.1,471464,194080,6832,9710,116,12119,338350,361247,10828,245683,9423,4291,5132,272190,8773,4284,4489,64061,155440,143528,72713,37294,564533,90857,23809,682944,24407,33469,201196,204266,25206,35402,59187,66425,2016,01,AL,1
683013,38.2,441794,210862,2615,7469,129,12852,332380,350633,11827,243152,8654,3031,5623,264857,8932,3957,4975,74623,148058,137373,62886,37479,552482,79445,22951,662741,25505,32383,186149,187484,27131,36364,65897,72457,2016,01,AL,2
700551,38.1,490808,178003,2054,11111,234,11800,341645,358906,13007,252772,9178,2878,6300,273438,9075,3631,5444,78246,147821,140482,58858,39562,571794,82257,22398,679628,33306,41475,202430,201387,21093,29770,57817,61595,2016,01,AL,3
683607,40.7,602348,47540,5190,4331,664,12371,334865,348742,18888,241898,12908,2930,9978,262211,10340,3060,7280,93232,159606,140513,47547,29050,554777,83346,21456,674979,44094,57956,247583,246086,5524,7564,15968,16717,2016,01,AL,4
704796,39.3,540596,121575,4343,11326,474,18465,344968,359828,18267,250741,13773,5233,8540,267272,15103,6840,8263,63743,130997,139585,92907,53772,575422,83776,26479,688264,28455,36393,233987,233049,12630,16342,40280,45119,2016,01,AL,5
